Factor	ASV	edge	sig	core_group	Category	Correlation
Wind_low_Week3	6d5433282bf1ae709d3372acf8319c1b	0.368426362	6.15E-06	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week3	6de1ce4c1acfafb46d43727995a362c6	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	7028ef7ffb7b4cf5547f4c3a78c9dc2e	0.368426362	6.15E-06	Helotiales	Climatic_conditions	Positive
Wind_low_Week3	7098e8d0e375799ec9f9dbf17023d3ea	0.368426362	6.15E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	7153c03ad80b0ed91ff346b0a5af2dba	0.368426362	6.15E-06	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week3	716f01c1e32aa95c1fa501112d570b79	0.368426362	6.15E-06	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week3	7176ca803782434ca8154eeebc90de11	0.368426362	6.15E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	749c68c0264167608d4166f1c94e7c82	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	75d123dec4e53e2a691ac16e2cfda1ed	0.368426362	6.15E-06	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week3	77beced9ba3c6bed759a06ae5798df18	0.368426362	6.15E-06	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week3	7918cdfbbfb873e6da4bdd565ffd5efb	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	79c4f2a6b394a1527e99928748e1e34f	0.368426362	6.15E-06	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week3	7ae74dbc66ab8e5fd5f6ef13f7a94f70	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	7b0453ac70e2f4a5ba4c316098c61691	0.368426362	6.15E-06	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week3	7bcc4e2cce286dd782ea2e53be64df9d	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	7d385238e6038c593f28d297d4bb181d	0.368426362	6.15E-06	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week3	826c0f813e9a355ba848b82c8f5561cb	0.368426362	6.15E-06	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	84d50a944128d7261269364ce3691a03	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	85c055f7ef3ddd4f8cd6a9242be616ef	0.368426362	6.15E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	88a30f70ae6b4c2495401c55d5b854c6	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	8cfe176e93a756b2c6fe5f232c618ce3	0.368426362	6.15E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	8d70a72a77e4160847b85117a3a3635a	0.368426362	6.15E-06	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week3	8e5c8c76e7e5253e999bfc4127d4dfe7	0.368426362	6.15E-06	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	8ef40fc57d89274e6db256e2d00b37de	0.368426362	6.15E-06	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week3	8f1a48482221a2c9da834c6e8787a3df	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	9510b5140ea21a78e4872beaf0d63381	0.368426362	6.15E-06	Microtrichales	Climatic_conditions	Positive
Wind_low_Week3	9573dc3b3538a2cb6050605d5c7b20be	0.368426362	6.15E-06	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	96782dec0da7ead487996a13f2cec604	0.368426362	6.15E-06	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	9e02169c522cb9fce0f72eb6375e4e9a	0.368426362	6.15E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	9ff4c38478bbaf1c65722f295b72c096	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	a40d021aff664a62b3678c1c04170925	0.368426362	6.15E-06	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	a92564568af4fc4fd12a3b760a7c6d1c	0.368426362	6.15E-06	Microtrichales	Climatic_conditions	Positive
Wind_low_Week3	af39d2b2ce284eaa6bd1c584cd4de1b8	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	af528bf27ad72c1675b06e7c193c8e62	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	af84482096259d7736b59cbbabd8a3c1	0.368426362	6.15E-06	Microtrichales	Climatic_conditions	Positive
Wind_low_Week3	b1a9aaa6fe0c480ffda38556ed374948	0.368426362	6.15E-06	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week3	b54af078d3886a909d63d751a77ab87a	0.368426362	6.15E-06	Helotiales	Climatic_conditions	Positive
Wind_low_Week3	b6638784fcb5c6efacaef5958f5b443b	0.368426362	6.15E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	b81252e14dff5b9e709c63d81c46e1e5	0.368426362	6.15E-06	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week3	b8cca86f8d3b8d360ed8be0b88f89720	0.368426362	6.15E-06	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	b8e83b10084bf23014aceebdfc50ccb8	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	bc401ce8068af4b679514239f84ad047	0.368426362	6.15E-06	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week3	bdeb4cf9bcacd17c0c18590b0bd03d5e	0.368426362	6.15E-06	Microtrichales	Climatic_conditions	Positive
Wind_low_Week3	c0b1d68aeb46aca90b9aff1833d2e1b0	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	c0bddf582cb11459e2b94516cc4beee7	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	c1d09e578db24c451234d9247e8d087d	0.368426362	6.15E-06	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	c428f12429bdecdc908175af7e0d8422	0.368426362	6.15E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	c9fc790b551f4a84ef46bad061709e75	0.368426362	6.15E-06	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week3	ca4f05dd03eae3dbee95aebb53cae91e	0.368426362	6.15E-06	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	ca82948a4a09593a8bfbc0524453a4a7	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	cd1aee8e04c6a935408d9c0639cf7b4f	0.368426362	6.15E-06	Helotiales	Climatic_conditions	Positive
Wind_low_Week3	d2300503e87dfcfe66e1bb38669cedda	0.368426362	6.15E-06	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	d7ae511a00231e4781546a21ae254fb8	0.368426362	6.15E-06	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week3	daa2a48fffa2262d9652a54ab34ebbaf	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	dbeb7eaafedf6e38d796ac35ae5403e5	0.368426362	6.15E-06	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	dc8da9dbe86ac8dbf77717b1155ed822	0.368426362	6.15E-06	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	dcb4673d41427d535c8e33a8b0be361e	0.368426362	6.15E-06	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week3	e4f3f89d15996457e7e5db3616bf2aa0	0.368426362	6.15E-06	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week3	e603ae3299184a473cffefcafc84d823	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	eadfafba761c1026711cbad9ecbc53ca	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	eb487408aaca130ba75214911a914ebc	0.368426362	6.15E-06	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week3	eb982cdb8ed047e7def23a388e15ad98	0.368426362	6.15E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	ed9366e9039f926ff48e81fe12a9f09d	0.368426362	6.15E-06	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week3	eda9e4eedc2dbdb8179f9fac3735897d	0.368426362	6.15E-06	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week3	efdaa2acb2d4e4eef09ae83a75845303	0.368426362	6.15E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	f007c595e0bf8e38786aeca95ad6c773	0.368426362	6.15E-06	Helotiales	Climatic_conditions	Positive
Wind_low_Week3	f0eaefe20e79697ad54bb58376824166	0.368426362	6.15E-06	Hypocreales	Climatic_conditions	Positive
Wind_low_Week3	f39b1e10d7cd1747bea3c7f4b5f355e0	0.368426362	6.15E-06	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week3	f473f11a9dad679f8e8f9e6cbfff2175	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	f55eb8bdbfda706e22ad94a15440cba9	0.368426362	6.15E-06	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week3	f6760eeb02257250de058a16eb542467	0.368426362	6.15E-06	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week3	f7e52674d62788d5d0d693dcc2ccaa8b	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	f84dc1248267db879cdbf6b651d23573	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	f982c673d95e611cd77349719b2d084b	0.368426362	6.15E-06	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week3	f9a82bbea30ac8776638f6edc1a80503	0.368426362	6.15E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	fa4d8a31f837ce867abdb6edfae3fef7	0.368426362	6.15E-06	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	fac1a3255b55e788cb1a2ac104f2700e	0.368426362	6.15E-06	Caulobacterales	Climatic_conditions	Positive
Manganese	3651972045124590a0b441270cf5082d	0.368831726	6.15E-06	Chaetothyriales	Soil_properties	Positive
Temp_low_Week1	7a08cbd8fc1391983257d4a0a5b81b40	0.370331749	6.15E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week4	0e14b541516926a73cf9a0d757511637	0.374661654	4.29E-06	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	000966dee15f02548d528e5f6ed42b2b	0.379542675	2.56E-06	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week3	04eee05dc79cb35d24faff90d925211f	0.379542675	2.56E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	090e24242a86f06e9cc5b3ee09784670	0.379542675	2.56E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	0a1378b0e848399608ccfa362eea7a45	0.379542675	2.56E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	0bec17d259e1a8a180319dec3333dff7	0.379542675	2.56E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	0fdb625b1cd4ffc39cdecec68a35ec87	0.379542675	2.56E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	133a347cd5f6d7fef105221568c2d3d3	0.379542675	2.56E-06	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week3	13e1b4352cfe38f51c402f08bc049289	0.379542675	2.56E-06	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week3	16a40032e39724b95aad586634e84b36	0.379542675	2.56E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	193d1b53eecb323bf69183b6f5fb086b	0.379542675	2.56E-06	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week3	1a3989dbc7af661b8c16dbec23b7245e	0.379542675	2.56E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	1b4a36c5e0fb1f66d44ebb1518af0b3f	0.379542675	2.56E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	1b9f84e0c2836b80d4f0aeb643d50531	0.379542675	2.56E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	1dfc4a48e0fe682901063d77f4b1ab6b	0.379542675	2.56E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	1ff3d5dabc56551943400920fa98885a	0.379542675	2.56E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	2bad728de6d4463d25225227ada99bbc	0.379542675	2.56E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	2c08fff750f9bb6f9889354329bd3348	0.379542675	2.56E-06	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week3	309f953aee8d1a19542d9cba9ef48335	0.379542675	2.56E-06	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	3355a4590cc84886ef2a66d40144b0d7	0.379542675	2.56E-06	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week3	3587d2c7ee59d9ed588dcc3a006d82ff	0.379542675	2.56E-06	Hypocreales	Climatic_conditions	Positive
Wind_low_Week3	395c81b8fb639fc7ec48f225275e4ffe	0.379542675	2.56E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	49b7352c413e83e636b94d481358b86b	0.379542675	2.56E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	4fe10d11f71b6a5f811fd67a40df8d9a	0.379542675	2.56E-06	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week3	50219c74cfa781a1775f57c296b6cce6	0.379542675	2.56E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	520fa97e35ad2793fa6440cbcc829862	0.379542675	2.56E-06	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week3	527fe37394153e93544f648bc24c6c91	0.379542675	2.56E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	532f6c04e3c8867824b1fd00eac72cc7	0.379542675	2.56E-06	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week3	5a348601d6a5b2af49abd7ca2c86e77b	0.379542675	2.56E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	67a884112653522792914268e762b38a	0.379542675	2.56E-06	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week3	6e3d134eb056e8e987392d67ee45ce57	0.379542675	2.56E-06	Hypocreales	Climatic_conditions	Positive
Wind_low_Week3	760402de72fc5cfcda8a1e46573a293f	0.379542675	2.56E-06	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week3	7818d825590d4a4f576320027dafc34b	0.379542675	2.56E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	7ae876ef521fefde1922d91500d20038	0.379542675	2.56E-06	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week3	7d1a0b86a4a6806cea86c2412285dd60	0.379542675	2.56E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	7fa5691c3169021006d8b71e71413b07	0.379542675	2.56E-06	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week3	825d203260fec108ca18cc71c2aeb6d6	0.379542675	2.56E-06	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week3	83989368dfd461ceecb323a065140b0d	0.379542675	2.56E-06	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	8a9f14a0a61e433e05dcbefc6e60acfd	0.379542675	2.56E-06	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week3	8c44e32fc42418e461c2103ac929798a	0.379542675	2.56E-06	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week3	8d8a50ce8b89224bed83187c84eed0c4	0.379542675	2.56E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	9e3841e1e543346fed6d08f764f949b5	0.379542675	2.56E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	9e49dcac976ba1217cc56c4a9f5dc42b	0.379542675	2.56E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	9fa2aae155233b10c54b855f389edd13	0.379542675	2.56E-06	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week3	a33dff18ae3e75a1f42475455e5f4cf0	0.379542675	2.56E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	ad5424d597afb40ed1c8e26d4b5e6742	0.379542675	2.56E-06	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week3	b5323f9c459f88d1c849f44fbd2f577c	0.379542675	2.56E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	b636a30fc504f6f41f6cb37158c10a1b	0.379542675	2.56E-06	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week3	bbf63a6658d4559a5940efdcb336a579	0.379542675	2.56E-06	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week3	c182c5d9e71bef4686fa166e474b542d	0.379542675	2.56E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	c617e15c66a80adff442a49bf1f4859d	0.379542675	2.56E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week3	d21bcbaa8acfc7c1f3b45fea717873c2	0.379542675	2.56E-06	Xylariales	Climatic_conditions	Positive
Wind_low_Week3	d5f6f8979e1ceb0b02c015be207a7b32	0.379542675	2.56E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	dafe07d1fee32bd5123bda17f7fd8b6f	0.379542675	2.56E-06	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week3	dc9b2586f36dadf326111eff016a786b	0.379542675	2.56E-06	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week3	dcd49b6032f33dbc1bb0e8a61e42f87b	0.379542675	2.56E-06	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week3	deb4d6211023ccebda42d7001dff172f	0.379542675	2.56E-06	Propionibacteriales	Climatic_conditions	Positive
Wind_low_Week3	e04450568e771cf9a1020567bb175f5b	0.379542675	2.56E-06	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week3	f8f53d1f9377eafa4724ae0de9f61e37	0.379542675	2.56E-06	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	feac37763427409657768c12bf6fff31	0.379542675	2.56E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	7623c49a32c23e63b158b9b4691193eb	0.379561779	2.56E-06	Hypocreales	Climatic_conditions	Positive
Wind_low_Week2	a11184eeb4d093c3d4b877e885060b2d	0.379610151	2.56E-06	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	a302a3b4429d28af0e3f9e6bfd2829c4	0.379610151	2.56E-06	Solirubrobacterales	Climatic_conditions	Positive
Wind_low_Week2	d3479ae93832293a7ec7c7649dad7c1b	0.379610151	2.56E-06	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week4	5d58beca560a28e01d45b816381042e2	0.380085938	2.56E-06	Helotiales	Climatic_conditions	Positive
pH	5359a493f13c37cc34ab493ee6806643	0.381580111	2.51E-06	Burkholderiales	Soil_properties	Positive
Wind_low_Week1	02a604b2718b3cb5a0bcf15c23318332	0.38223183	2.34E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week4	97656157c86fd8f563bdfcdec92a54b0	0.384024951	1.94E-06	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week1	0998f0dea682821e9485a1cf10b0ec85	0.385565105	1.64E-06	Sphingomonadales	Climatic_conditions	Positive
Temp_high_Week1	f7a6fcd66ada3722a49f06111f8c5790	0.386549091	1.48E-06	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week1	270926db577c09553c7ea458b576a170	0.387231743	1.38E-06	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	1d0dd2021d5e158f9384a38905670f08	0.391316191	8.72E-07	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	1de3ff380d64fd5aac2895cb3b0446a4	0.391316191	8.72E-07	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	2051176fbae49b94ff246b857773db8e	0.391316191	8.72E-07	Helotiales	Climatic_conditions	Positive
Wind_low_Week2	25556ff3b3486436adcff895d8fd9d2a	0.391316191	8.72E-07	Hypocreales	Climatic_conditions	Positive
Wind_low_Week2	385c23f5fc91852f3af30374b7812a89	0.391316191	8.72E-07	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	40ab000243d588423bf26c6e51225064	0.391316191	8.72E-07	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week2	4f90843879afe91099cf32be759970d3	0.391316191	8.72E-07	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	6a5c94b6e04cf2a1e40e47fae628d808	0.391316191	8.72E-07	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	6e15190affc876f2f4e9df565cbe197b	0.391316191	8.72E-07	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	74cc75b1430c23a1a2e815a86694b6ac	0.391316191	8.72E-07	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	7e8630b8d06c36f58ce004d2a4bcbb36	0.391316191	8.72E-07	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week2	c4c4e2e4f2af52dc33dd7bea9cd4777f	0.391316191	8.72E-07	Hypocreales	Climatic_conditions	Positive
Wind_low_Week2	cc012b0a359ee4b8719124ad3de3eef2	0.391316191	8.72E-07	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	ecafe9da8088c506503a0344c55db81c	0.391316191	8.72E-07	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	fa2297bc41757cefe2037121e55eace5	0.391316191	8.72E-07	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week4	b9662fb7b98a06c519aa8d43ee446db2	0.391798565	8.72E-07	Pleosporales	Climatic_conditions	Positive
Manganese	3ab273eba08d3eb13919f47fb73d7429	0.393402273	7.30E-07	Rhizobiales	Soil_properties	Positive
Wind_low_Week4	84f7c22212eaaa840a909947bd53b5a0	0.393524549	7.22E-07	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week4	caa87147e44034b05364d29010622d3b	0.395759585	5.61E-07	Helotiales	Climatic_conditions	Positive
Wind_low_Week2	bc28e07ab863320a22989b89be68f7e0	0.396312334	5.29E-07	Propionibacteriales	Climatic_conditions	Positive
pH	e8457b9a0302a3045b3495a34051ffff	0.398674066	4.04E-07	Caulobacterales	Soil_properties	Positive
Wind_low_Week4	3548109ed720ac99cdf06f97df912aa2	0.400575079	3.25E-07	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week4	379a6866184360a391ea4810f3b50cd9	0.400575079	3.25E-07	Microtrichales	Climatic_conditions	Positive
Wind_low_Week4	a0bf3a4d324a1896d3375a4c7a052772	0.400575079	3.25E-07	Chaetothyriales	Climatic_conditions	Positive
Wind_low_Week4	a4871151d69142c18a2d8e3a7cd9d727	0.400575079	3.25E-07	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	39f17021920ddf1ab8bd68fc58885bed	0.401349939	3.01E-07	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	48de9a3bd117a00c27ab0c558977f043	0.401349939	3.01E-07	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	88214e1ded1e15e0b6ae3b6e9f954ca5	0.401349939	3.01E-07	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week2	aa2f1d0c1c0ff80971509e5327f54ad7	0.401349939	3.01E-07	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week2	b77742b5dea035bae86bbe436c4b09f1	0.401349939	3.01E-07	Helotiales	Climatic_conditions	Positive
Temp_high_Week1	a96078b17eb82a36a9f89d8b4c0441b4	0.401681527	2.96E-07	Pleosporales	Climatic_conditions	Positive
Wind_low_Week2	0c9fb40c14133202b07da4ee8ffbac79	0.402464166	2.72E-07	Hypocreales	Climatic_conditions	Positive
Wind_low_Week4	245430f2c463fc69550870e58fdeea9b	0.403984229	2.28E-07	Hypocreales	Climatic_conditions	Positive
Wind_low_Week4	2980654cc2729c7e07f4a29acc53122f	0.403984229	2.28E-07	Xylariales	Climatic_conditions	Positive
Wind_low_Week4	2efb69a2f37475864f2c3658f37e5e6b	0.403984229	2.28E-07	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week4	3f3dbdaf2386bfd57c591bf8b5008765	0.403984229	2.28E-07	Pleosporales	Climatic_conditions	Positive
Wind_low_Week4	6e319f4261b42651af4735b6e0c14ca3	0.403984229	2.28E-07	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week4	fd9998edaac281932f04a81b078a4e67	0.403984229	2.28E-07	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week2	faccc79e8192cefa3591f827642b6eee	0.410879043	1.03E-07	Chaetothyriales	Climatic_conditions	Positive
Dewpoint_low_Week2	352d386293a59777de3e3e6a91f58466	0.417679748	4.50E-08	Hypocreales	Climatic_conditions	Positive
Wind_low_Week3	14e653a33db3a9c213438225a103077e	0.420743916	3.09E-08	Caulobacterales	Climatic_conditions	Positive
Wind_low_Week3	314b63887d070d84ceedba9928b390d6	0.42256242	2.47E-08	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week3	337bbfb6fb60c2b3279b431227934611	0.42256242	2.47E-08	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week3	abe2b977fe66302b3c69c5eb9155a27e	0.42256242	2.47E-08	Pleosporales	Climatic_conditions	Positive
Wind_low_Week3	d772a318ce7814c6922a05eff2e7db67	0.42256242	2.47E-08	Helotiales	Climatic_conditions	Positive
Wind_low_Week4	12002217b24df75da9bbb9235b09876c	0.422921933	2.40E-08	Sphingomonadales	Climatic_conditions	Positive
Temp_low_Week1	352d386293a59777de3e3e6a91f58466	0.429784013	1.01E-08	Hypocreales	Climatic_conditions	Positive
Wind_low_Week2	c59ad3a29ef4989a41d78aa0c0582c63	0.431099656	8.53E-09	Burkholderiales	Climatic_conditions	Positive
Wind_low_Week1	09ec41ae603c3ff7bfa1cf7c71ee4991	0.431167744	8.49E-09	Helotiales	Climatic_conditions	Positive
Wind_low_Week3	ef85fafd4591e7ff11b8ea5996dcbfb4	0.431761461	7.89E-09	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week4	4131eaed9ad617849910f75d0c51b7c0	0.431786669	7.89E-09	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week1	c7b44c8597bd0404ec91f0dffd8d9339	0.433027231	6.76E-09	Pleosporales	Climatic_conditions	Positive
Wind_low_Week1	af7f5c52181173e8f87f1b71e6c66e71	0.434354088	5.71E-09	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week1	0cc26e78001b1997d5599113374ee518	0.434886719	5.35E-09	Sphingomonadales	Climatic_conditions	Positive
Wind_low_Week1	d713287e838003edb0b1e611b351b646	0.434886719	5.35E-09	Caulobacterales	Climatic_conditions	Positive
Dewpoint_high_Week1	352d386293a59777de3e3e6a91f58466	0.435174106	5.20E-09	Hypocreales	Climatic_conditions	Positive
Wind_low_Week3	fd9526b1978bd7835045ebe043327b95	0.435504992	5.00E-09	Hypocreales	Climatic_conditions	Positive
Wind_low_Week1	02d24b824543877b5999f4873e1d0ed2	0.436785108	4.26E-09	Pleosporales	Climatic_conditions	Positive
Wind_low_Week1	5d995658d33115e235709895ab053710	0.436785108	4.26E-09	Pleosporales	Climatic_conditions	Positive
Temp_high_Week1	352d386293a59777de3e3e6a91f58466	0.437787075	3.77E-09	Hypocreales	Climatic_conditions	Positive
Wind_low_Week1	036322445d80ae8ff8d0a696be3fd33b	0.437850092	3.76E-09	Rhizobiales	Climatic_conditions	Positive
Wind_low_Week1	07b4f13420e2a3b3c57cb7030306b406	0.437850092	3.76E-09	Rhizobiales	Climatic_conditions	Positive
